30
30
2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,
2512,2785,2785,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2512,
2512,2785,2785,2785,2512,1,2652,2652,2652,2652,2652,2652,2652,1,2512,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2787,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,1,1,1,2652,2652,1,1,1,1,2512,2787,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,1,1,1,2652,2652,1,1,1,1,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,2652,2652,2652,1,1,1,2512,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2787,2512,
2512,2785,2785,2785,2512,1,1,1,2652,2652,2652,1,1,1,2512,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,2652,2652,2652,1,1,1,2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,2512,2787,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2787,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2787,2512,
2512,2785,2785,2785,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2732,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2512,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2785,2785,2512,2512,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2785,2512,
2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512
